2001,1
2002,2
2003,3
2004,4
2005,5
2006,6
2007,7
2008,8
2009,9
2010,10
2011,11
2012,12
2013,13
2014,14
2015,15
2016,16
2017,17
2018,18
2019,19
2020,20
2021,21
2022,22
2023,23
2024,24
2025,24
2026,26
2027,27
2028,28
2029,29
2030,30
2031,31
2032,32
2033,33
2034,34
2035,35
2036,36
2037,37
2038,38
2039,39
2040,40
2041,41
2042,42
2043,43
2044,44
2045,45
2046,46
2047,47
2048,48
2049,49
2050,50
2051,51
2052,52
2053,53
2054,54
2055,55
2056,56
2057,57
2058,58
2059,59
2060,60
2061,61
2062,62
2063,63
2064,64
2065,65
2066,66
2067,67
2068,68
2069,69
2070,70
2071,71
2072,72
2073,73
2074,74
2075,75
2076,76
2077,77
2078,78
2079,79
2080,80
2081,81
2082,82
2083,80
2084,84
2085,85
2086,86
2087,87
2088,88
2089,89
2090,90
2091,91
2092,92
2093,93
2094,94
2095,95
2096,96
2097,97
2098,98
2099,99
2100,99
2101,101
2102,102
2103,103
2104,104
2105,105
2106,106
2107,107
2108,108
2109,109
2110,110
2111,111
2112,112
2113,113
2114,114
2115,115
2116,116
2117,117
2118,118
2119,119
2120,120
2121,121
2122,122
2123,123
2124,124
2125,125
2126,126
2127,127
2128,128
2129,129
2130,130
2131,131
2132,132
2133,133
2134,134
2135,135
2136,136
2137,137
2138,138
2139,139
2140,140
2141,141
2142,142
2143,143
2144,144
2145,145
2146,146
2147,147
2148,148
2149,149
2150,150
2151,151
2152,152
2153,153
2154,154
2155,155
2156,156
2157,157
2158,158
2159,159
2160,160
2161,161
2162,162
2163,163
2164,163
2165,165
2166,166
2167,167
2168,168
2169,169
2170,170
2171,171
2172,172
2173,173
2174,174
2175,175
2176,176
2177,177
2178,170
2179,179
2180,180
2181,181
2182,182
2183,183
2184,184
2185,185
2186,186
2187,187
2188,188
2189,189
2190,190
2191,191
2192,192
2193,193
2194,194
2195,195
2196,196
2197,197
2198,198
2199,199
2200,170
2201,201
2202,202
2203,203
2204,204
2205,205
2206,206
2207,207
2208,181
2209,209
2210,210
2211,211
2212,212
2213,213
2214,214
2215,215
